Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount_MinMax,Amount_ZScore,Boxes Shipped_MinMax,Boxes Shipped_ZScore
Roddy Speechley,Australia,Drinking Coco,2022-05-12,12565.0,102.0,0.7134066466883832,1.5300505342789554,0.21375661375661376,-0.5138705377842627
Wilone O'Kielt,USA,Milk Bars,2022-07-15,5012.0,93.0,0.2843287359989933,-0.22963065517184297,0.19470899470899472,-0.5898062218142571
Andria Kimpton,India,Organic Choco Syrup,2022-01-18,3955.0,134.0,0.22428168825654854,-0.4758881710264033,0.2814814814814815,-0.2438769945665049
Madelene Upcott,UK,Fruit & Nut Bars,2022-01-05,8512.0,189.0,0.4831600199143732,0.5857915827571646,0.3978835978835979,0.22017440783901643
Curtice Advani,Australia,50% Dark Bites,2022-06-29,504.0,232.0,0.028234042315983948,-1.2798944976244049,0.4888888888888889,0.5829782315378785
Brien Boise,Canada,Raspberry Choco,2022-06-14,2800.0,45.0,0.15866736456447317,-0.7449775095429758,0.09312169312169312,-0.994796536640894
Gunar Cockshoot,India,Mint Chip Choco,2022-08-08,4256.0,67.0,0.24138117867327122,-0.40576185856450864,0.13968253968253969,-0.8091759756786855
Dennison Crosswaite,India,Mint Chip Choco,2022-03-23,13573.0,138.0,0.7706700564560126,1.7648921388025096,0.28994708994708995,-0.21012780166428516
Barr Faughny,India,Caramel Stuffed Bars,2022-01-04,6566.0,99.0,0.372609826057422,0.1324168184686364,0.2074074074074074,-0.5391824324609276
Brien Boise,India,Milk Bars,2022-02-22,13503.0,251.0,0.7666934307777049,1.7485836940439294,0.5291005291005291,0.7432868978234223
Beverie Moffet,UK,Spicy Special Slims,2022-02-17,8680.0,252.0,0.4927039215423114,0.624931850177757,0.5312169312169313,0.7517241960489772
Barr Faughny,USA,Almond Choco,2022-02-03,385.0,78.0,0.021473778662861032,-1.307618853713991,0.16296296296296298,-0.7163656951975812
Van Tuxwell,Canada,Raspberry Choco,2022-03-17,1267.0,130.0,0.07157926220953677,-1.102132449755881,0.273015873015873,-0.27762618746872464
Wilone O'Kielt,Australia,Baker's Choco Chips,2022-01-25,2961.0,154.0,0.16781360362458064,-0.7074680865982415,0.3238095238095238,-0.07513103005540624
Brien Boise,Australia,Milk Bars,2022-07-27,1981.0,52.0,0.11214084412827427,-0.9357863132183636,0.10793650793650794,-0.9357354490620095
Husein Augar,Australia,Fruit & Nut Bars,2022-01-28,7959.0,53.0,0.45174467705574317,0.45695486916438144,0.11005291005291006,-0.9272981508364545
Madelene Upcott,Australia,Organic Choco Syrup,2022-07-05,10794.0,50.0,0.6127980170272009,1.1174468818868777,0.1037037037037037,-0.9526100455131193
Van Tuxwell,India,White Choc,2022-03-15,1897.0,44.0,0.10736889331430516,-0.9553564469286597,0.091005291005291,-1.003233834866449
Gunar Cockshoot,Canada,After Nines,2022-08-04,2744.0,200.0,0.1554860640218271,-0.7580242653498399,0.4211640211640212,0.3129846883201207
Jan Morforth,USA,Fruit & Nut Bars,2022-06-27,4382.0,361.0,0.2485391048942249,-0.37640665799906436,0.7619047619047619,1.671389702634465
Jan Morforth,Canada,After Nines,2022-07-13,4515.0,172.0,0.25609469368300936,-0.34542061295776205,0.3619047619047619,0.07674033800458258
Barr Faughny,New Zealand,Manuka Honey Choco,2022-02-24,5474.0,239.0,0.3105744654758234,-0.12199491976521397,0.5037037037037037,0.6420393191167632
Karlen McCaffrey,New Zealand,85% Dark Bars,2022-06-28,6069.0,55.0,0.344375783741438,0.01662686068271732,0.11428571428571428,-0.9104235543853446
Oby Sorrel,Australia,85% Dark Bars,2022-06-30,6944.0,27.0,0.394083604720283,0.22048242016496922,0.05502645502645503,-1.1466679047008828
Curtice Advani,Canada,Choco Coated Almonds,2022-08-18,5859.0,7.0,0.3324459067065152,-0.03229847359302314,0.012698412698412698,-1.3154138692119814
Kaine Padly,India,70% Dark Bites,2022-01-24,12173.0,301.0,0.6911375428898606,1.4387232436309065,0.6349206349206349,1.165151809101169
Beverie Moffet,USA,White Choc,2022-03-11,5292.0,134.0,0.3002352387122237,-0.16439687613752238,0.2814814814814815,-0.2438769945665049
Ches Bonnell,New Zealand,After Nines,2022-06-23,5705.0,350.0,0.3236973302142385,-0.06817705206189947,0.7386243386243386,1.5785794221533607
Husein Augar,India,Spicy Special Slims,2022-08-22,2492.0,33.0,0.14117021157991974,-0.8167346664807285,0.06772486772486773,-1.096044115347553
Gunar Cockshoot,Canada,50% Dark Bites,2022-01-04,3024.0,23.0,0.17139256673505748,-0.6927904863155193,0.04656084656084656,-1.1804170976031025
Curtice Advani,India,Milk Bars,2022-04-05,3437.0,201.0,0.19485465823707232,-0.5965706622398964,0.42328042328042326,0.32142198654567566
Beverie Moffet,India,Milk Bars,2022-04-15,1869.0,323.0,0.10577824304298211,-0.9618798248320918,0.6814814814814815,1.3507723700633776
Husein Augar,Australia,White Choc,2022-05-11,3171.0,220.0,0.17974348065950344,-0.658542752322501,0.4634920634920635,0.48173065283121935
Andria Kimpton,Canada,Manuka Honey Choco,2022-07-21,4858.0,473.5,0.27558015950671655,-0.2655092336407193,1.0,2.620585753009395
Jan Morforth,New Zealand,Orange Choco,2022-02-11,1225.0,84.0,0.06919328680255221,-1.111917516611029,0.17566137566137566,-0.6657419058442515
Andria Kimpton,Canada,Smooth Sliky Salty,2022-07-08,1155.0,79.0,0.06521666112424461,-1.1282259613696093,0.16507936507936508,-0.7079283969720263
Gunar Cockshoot,UK,Raspberry Choco,2022-08-11,6811.0,344.0,0.38652801593149855,0.18949637512366693,0.725925925925926,1.5279556328000312
Husein Augar,New Zealand,After Nines,2022-08-04,6433.0,7.0,0.3650542372686375,0.10143077342733411,0.012698412698412698,-1.3154138692119814
Andria Kimpton,New Zealand,Orange Choco,2022-06-14,8169.0,88.0,0.463674554090666,0.5058802034401219,0.18412698412698414,-0.6319927129420319
Dennison Crosswaite,UK,Baker's Choco Chips,2022-01-17,2275.0,275.0,0.12884267197716617,-0.8672908452323269,0.5798941798941799,0.9457820552367407
Jehu Rudeforth,Canada,Orange Choco,2022-06-23,3857.0,473.5,0.2187144123069179,-0.4987199936884155,1.0,2.620585753009395
Jehu Rudeforth,UK,Smooth Sliky Salty,2022-08-24,1463.0,113.0,0.08271381410879805,-1.0564688044318566,0.23703703703703705,-0.4210602573031585
Andria Kimpton,UK,Caramel Stuffed Bars,2022-06-07,7924.0,275.0,0.4497563642165894,0.44880064678509135,0.5798941798941799,0.9457820552367407
Jan Morforth,UK,White Choc,2022-06-22,8799.0,47.0,0.49946418519543434,0.6526562062673432,0.09735449735449736,-0.9779219401897841
Dotty Strutley,USA,Fruit & Nut Bars,2022-07-13,2898.0,276.0,0.1642346405141038,-0.7221456868809636,0.582010582010582,0.9542193534622957
Kelci Walkden,UK,Choco Coated Almonds,2022-05-24,9506.0,212.0,0.5396281045463411,0.8173714983290028,0.44656084656084655,0.4142322670267799
Gunar Cockshoot,New Zealand,After Nines,2022-08-09,7175.0,145.0,0.4072064694586981,0.27430028786828375,0.3047619047619048,-0.15106671408540062
Kaine Padly,Canada,85% Dark Bars,2022-04-06,1729.0,31.0,0.09782499168636692,-0.9944967143492521,0.06349206349206349,-1.112918711798663
Jan Morforth,New Zealand,Manuka Honey Choco,2022-07-28,1589.0,271.0,0.08987174032975172,-1.0271136038664124,0.5714285714285714,0.912032862334521
Gunar Cockshoot,New Zealand,Raspberry Choco,2022-08-24,630.0,52.0,0.03539196853693762,-1.2505392970589606,0.10793650793650794,-0.9357354490620095
Van Tuxwell,Australia,99% Dark & Pure,2022-01-17,112.0,128.0,0.005964938517461398,-1.3712217882724536,0.2687830687830688,-0.2945007839198345
Curtice Advani,USA,Drinking Coco,2022-02-07,5187.0,142.0,0.2942703001947623,-0.1888595432753926,0.2984126984126984,-0.17637860876206543
Brien Boise,Australia,Spicy Special Slims,2022-05-09,6223.0,256.0,0.35312436023371474,0.052505439151593655,0.5396825396825397,0.785473388951197
Mallorie Waber,New Zealand,85% Dark Bars,2022-06-06,7714.0,106.0,0.43782648718166656,0.3998753125093509,0.2222222222222222,-0.48012134488204306
Wilone O'Kielt,USA,Choco Coated Almonds,2022-06-06,9457.0,6.0,0.5368444665715257,0.8059555869979967,0.010582010582010581,-1.3238511674375364
Beverie Moffet,New Zealand,Organic Choco Syrup,2022-05-24,6678.0,226.0,0.3789724271427141,0.15851033008236465,0.47619047619047616,0.532354442184549
Gunar Cockshoot,UK,50% Dark Bites,2022-01-13,2107.0,121.0,0.11929877034922795,-0.9064311126529193,0.25396825396825395,-0.35356187149871904
Marney O'Breen,USA,Raspberry Choco,2022-05-23,6069.0,151.0,0.344375783741438,0.01662686068271732,0.31746031746031744,-0.10044292473207103
Jehu Rudeforth,UK,White Choc,2022-06-29,1862.0,284.0,0.10538058047515135,-0.9635106693079498,0.5989417989417989,1.0217177392667351
Jehu Rudeforth,New Zealand,85% Dark Bars,2022-03-11,6972.0,89.0,0.395674254991606,0.2270057980684013,0.18624338624338624,-0.6235554147164769
Dotty Strutley,USA,85% Dark Bars,2022-04-25,10220.0,473.5,0.5801896864650786,0.9837176348665203,1.0,2.620585753009395
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2022-05-30,3969.0,243.0,0.22507701339221006,-0.47262648207468727,0.5121693121693122,0.6757885120189828
Curtice Advani,India,Manuka Honey Choco,2022-05-23,1547.0,170.0,0.08748576492276716,-1.0368986707215606,0.3576719576719577,0.059865741553472705
Mallorie Waber,USA,Peanut Butter Cubes,2022-05-23,1162.0,18.0,0.06561432369207537,-1.1265951168937514,0.03597883597883598,-1.2226035887308773
Van Tuxwell,Canada,Peanut Butter Cubes,2022-06-24,6342.0,282.0,0.3598846238868377,0.08022979524117992,0.5947089947089947,1.0048431428156253
Kelci Walkden,New Zealand,Smooth Sliky Salty,2022-03-11,10633.0,277.0,0.6036517779670935,1.0799374589421433,0.5841269841269842,0.9626566516878506
Rafaelita Blaksland,USA,Smooth Sliky Salty,2022-07-27,15057.0,212.0,0.8549745208361337,2.1106311676844087,0.44656084656084655,0.4142322670267799
Rafaelita Blaksland,USA,White Choc,2022-08-16,4704.0,126.0,0.2668315830144398,-0.30138781210959564,0.26455026455026454,-0.31137538037094437
Roddy Speechley,Canada,Smooth Sliky Salty,2022-03-07,9338.0,11.0,0.5300842029184029,0.7782312309084104,0.021164021164021163,-1.2816646763097617
Curtice Advani,New Zealand,After Nines,2022-04-05,7959.0,30.0,0.45174467705574317,0.45695486916438144,0.061375661375661375,-1.121356010024218
Camilla Castle,India,85% Dark Bars,2022-05-04,9023.0,51.0,0.5121893873660187,0.7048432294947997,0.10582010582010581,-0.9441727472875644
Ches Bonnell,USA,Choco Coated Almonds,2022-01-04,14525.0,92.0,0.8247521656809959,1.9866869875191997,0.1925925925925926,-0.5982435200398121
Marney O'Breen,Australia,Baker's Choco Chips,2022-01-13,5810.0,101.0,0.3296622687316999,-0.043714384924029244,0.21164021164021163,-0.5223078360098177
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2022-07-11,6426.0,98.0,0.36465657470080676,0.0997999289514761,0.2052910052910053,-0.5476197306864825
Kaine Padly,Australia,Mint Chip Choco,2022-05-17,4403.0,159.0,0.24973209259771717,-0.3715141245714903,0.3343915343915344,-0.032944538927631564
Camilla Castle,New Zealand,Peanut Butter Cubes,2022-07-21,1582.0,62.0,0.08947407776192096,-1.0287444483422705,0.1291005291005291,-0.8513624668064601
Curtice Advani,Canada,Organic Choco Syrup,2022-02-22,791.0,22.0,0.044538207597045104,-1.2130298741142262,0.044444444444444446,-1.1888543958286575
Jan Morforth,India,99% Dark & Pure,2022-05-23,9100.0,187.0,0.516563675612157,0.7227825187292379,0.39365079365079364,0.20329981138790656
Rafaelita Blaksland,Canada,Drinking Coco,2022-07-12,9884.0,200.0,0.5611018832092021,0.9054371000253356,0.4211640211640212,0.3129846883201207
Jan Morforth,UK,Orange Choco,2022-06-15,3780.0,201.0,0.21434012406077954,-0.5166592829228537,0.42328042328042326,0.32142198654567566
Barr Faughny,New Zealand,50% Dark Bites,2022-06-23,4557.0,308.0,0.2584806690899939,-0.335635546102614,0.6497354497354497,1.2242128966800536
Curtice Advani,Australia,Eclairs,2022-03-25,5796.0,55.0,0.3288669435960384,-0.046976073875745275,0.11428571428571428,-0.9104235543853446
Jan Morforth,India,Caramel Stuffed Bars,2022-07-04,84.0,153.0,0.0043742882461383584,-1.3777451661758857,0.3216931216931217,-0.08356832828096117
Andria Kimpton,UK,White Choc,2022-05-12,9037.0,101.0,0.5129847125016802,0.7081049184465158,0.21164021164021163,-0.5223078360098177
Camilla Castle,New Zealand,Raspberry Choco,2022-04-04,4746.0,137.0,0.2692175584214244,-0.29160274525444757,0.2878306878306878,-0.2185650998898401
Madelene Upcott,Australia,Orange Choco,2022-04-15,6713.0,398.0,0.3809607399818679,0.1666645524616547,0.8402116402116402,1.9835697369799976
Roddy Speechley,Canada,Eclairs,2022-03-08,6237.0,88.0,0.35391968536937624,0.055767128103309686,0.18412698412698414,-0.6319927129420319
Karlen McCaffrey,India,White Choc,2022-01-17,7483.0,232.0,0.4247036224432515,0.3460574448060364,0.4888888888888889,0.5829782315378785
Wilone O'Kielt,India,Mint Chip Choco,2022-08-22,1309.0,51.0,0.07396523761652132,-1.092347382900733,0.10582010582010581,-0.9441727472875644
Andria Kimpton,UK,99% Dark & Pure,2022-07-25,1155.0,66.0,0.06521666112424461,-1.1282259613696093,0.13756613756613756,-0.8176132739042403
Marney O'Breen,UK,50% Dark Bites,2022-06-14,2989.0,124.0,0.1694042538959037,-0.7009447086948094,0.26031746031746034,-0.32824997682205426
Ches Bonnell,India,Choco Coated Almonds,2022-04-05,9625.0,78.0,0.546388368199464,0.845095854418589,0.16296296296296298,-0.7163656951975812
Madelene Upcott,UK,Raspberry Choco,2022-08-26,7357.0,341.0,0.4175456962222978,0.3167022442405921,0.7195767195767195,1.5026437381233664
Wilone O'Kielt,Australia,50% Dark Bites,2022-08-03,10031.0,114.0,0.569452797133648,0.9396848340183539,0.23915343915343915,-0.41262295907760355
Gigi Bohling,Canada,White Choc,2022-07-11,6587.0,4.0,0.37380281376091423,0.13730935189621044,0.006349206349206349,-1.3407257638886463
Wilone O'Kielt,New Zealand,Eclairs,2022-03-11,3311.0,22.0,0.18769673201611864,-0.6259258628053407,0.044444444444444446,-1.1888543958286575
Brien Boise,UK,Peanut Butter Cubes,2022-01-10,15330.0,30.0,0.8704833609815332,2.1742341022428713,0.061375661375661375,-1.121356010024218
Roddy Speechley,UK,Baker's Choco Chips,2022-04-04,14028.0,351.0,0.7965181233650119,1.8708970297332805,0.7407407407407407,1.5870167203789156
Karlen McCaffrey,Australia,50% Dark Bites,2022-01-17,6678.0,473.5,0.3789724271427141,0.15851033008236465,1.0,2.620585753009395
Marney O'Breen,New Zealand,Organic Choco Syrup,2022-07-08,8624.0,50.0,0.48952262099966537,0.6118850943708929,0.1037037037037037,-0.9526100455131193
Jan Morforth,UK,Organic Choco Syrup,2022-04-12,1197.0,356.0,0.06760263653122917,-1.1184408945144613,0.7513227513227513,1.6292032115066903
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2022-08-24,483.0,185.0,0.027041054612491667,-1.284787031051979,0.38941798941798944,0.1864252149367967
Ches Bonnell,UK,Choco Coated Almonds,2022-06-07,1687.0,236.0,0.09543901627938237,-1.0042817812044003,0.4973544973544973,0.6167274244400983
Gunar Cockshoot,Canada,Almond Choco,2022-07-28,1309.0,30.0,0.07396523761652132,-1.092347382900733,0.061375661375661375,-1.121356010024218
Husein Augar,USA,99% Dark & Pure,2022-02-21,9534.0,111.0,0.5412187548176641,0.8238948762324348,0.2328042328042328,-0.4379348537542684
Dennison Crosswaite,Canada,Mint Chip Choco,2022-04-08,1694.0,289.0,0.09583667884721311,-1.002650936728542,0.6095238095238096,1.0639042303945099
Brien Boise,UK,Manuka Honey Choco,2022-06-28,70.0,103.0,0.0035789631104768383,-1.3810068551276018,0.21587301587301588,-0.5054332395587079
Van Tuxwell,UK,Baker's Choco Chips,2022-03-24,2443.0,20.0,0.13838657360510442,-0.8281505778117346,0.04021164021164021,-1.2057289922797674
Barr Faughny,Australia,Caramel Stuffed Bars,2022-07-29,2933.0,55.0,0.1662229533532576,-0.7139914645016735,0.11428571428571428,-0.9104235543853446
Dennison Crosswaite,USA,Eclairs,2022-05-25,2044.0,90.0,0.11571980723875111,-0.9211087129356414,0.18835978835978837,-0.615118116490922
Gigi Bohling,Australia,Raspberry Choco,2022-03-30,6524.0,303.0,0.3702238506504374,0.12263175161348831,0.6391534391534391,1.182026405552279
Dennison Crosswaite,USA,Organic Choco Syrup,2022-07-18,12656.0,126.0,0.718576260070183,1.5512515124651096,0.26455026455026454,-0.31137538037094437
Beverie Moffet,Canada,Orange Choco,2022-05-10,8722.0,109.0,0.495089896949296,0.6347169170329051,0.22857142857142856,-0.4548094502053782
Mallorie Waber,Australia,Choco Coated Almonds,2022-03-18,15750.0,92.0,0.8943431150513789,2.2720847707943523,0.1925925925925926,-0.5982435200398121
Ches Bonnell,India,Caramel Stuffed Bars,2022-06-15,6839.0,56.0,0.3881186662028216,0.196019753027099,0.1164021164021164,-0.9019862561597897
Van Tuxwell,Canada,50% Dark Bites,2022-05-12,13685.0,58.0,0.7770326575413047,1.7909856504162378,0.12063492063492064,-0.8851116597086799
Kelci Walkden,New Zealand,Baker's Choco Chips,2022-06-23,2912.0,110.0,0.16502996564976533,-0.7188839979292475,0.2306878306878307,-0.44637215197982333
Beverie Moffet,India,Spicy Special Slims,2022-04-21,3339.0,171.0,0.18928738228744169,-0.6194024849019086,0.35978835978835977,0.06830303977902764
Gigi Bohling,Australia,Almond Choco,2022-08-17,910.0,117.0,0.051298471250168017,-1.18530551802464,0.2455026455026455,-0.38731106440093876
Rafaelita Blaksland,New Zealand,Eclairs,2022-02-07,17609.863750000004,51.0,1.0,2.7053917025852208,0.10582010582010581,-0.9441727472875644
Kelci Walkden,Canada,Smooth Sliky Salty,2022-03-17,8099.0,118.0,0.45969792841235835,0.48957175868154174,0.24761904761904763,-0.3788737661753838
Jan Morforth,India,Baker's Choco Chips,2022-08-01,13727.0,79.0,0.7794186329482893,1.800770717271386,0.16507936507936508,-0.7079283969720263
Jehu Rudeforth,Australia,Milk Bars,2022-03-18,8659.0,29.0,0.49151093383881916,0.620039316750183,0.05925925925925926,-1.1297933082497729
Gigi Bohling,Canada,Fruit & Nut Bars,2022-06-14,5782.0,103.0,0.32807161846037686,-0.050237762827461306,0.21587301587301588,-0.5054332395587079
Beverie Moffet,UK,Eclairs,2022-04-22,8463.0,155.0,0.4803763819395579,0.5743756714261585,0.32592592592592595,-0.06669373182985129
Marney O'Breen,New Zealand,Eclairs,2022-01-18,4914.0,31.0,0.27876146004936264,-0.25246247783385517,0.06349206349206349,-1.112918711798663
Husein Augar,Australia,99% Dark & Pure,2022-08-26,3087.0,128.0,0.17497152984553432,-0.6781128860327972,0.2687830687830688,-0.2945007839198345
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2022-06-10,9205.0,419.0,0.5225286141296184,0.7472451858671082,0.8846560846560847,2.1607529997166512
Curtice Advani,Canada,70% Dark Bites,2022-01-31,2303.0,7.0,0.13043332224848922,-0.8607674673288949,0.012698412698412698,-1.3154138692119814
Kelci Walkden,New Zealand,Manuka Honey Choco,2022-04-08,1358.0,106.0,0.07674887559133665,-1.080931471569727,0.2222222222222222,-0.48012134488204306
Dotty Strutley,Australia,Baker's Choco Chips,2022-06-07,3605.0,68.0,0.20439855986501054,-0.557430394819304,0.14179894179894179,-0.8007386774531305
Barr Faughny,Australia,85% Dark Bars,2022-02-10,8498.0,44.0,0.4823646947787117,0.5825298938054486,0.091005291005291,-1.003233834866449
Beverie Moffet,Australia,50% Dark Bites,2022-05-16,700.0,457.0,0.039368594215245224,-1.2342308523003804,0.9650793650793651,2.4813703322877387
Gunar Cockshoot,India,Baker's Choco Chips,2022-03-18,2191.0,473.5,0.12407072116319706,-0.8868609789426232,1.0,2.620585753009395
Van Tuxwell,Australia,50% Dark Bites,2022-07-13,644.0,137.0,0.036187293672599145,-1.2472776081072445,0.2878306878306878,-0.2185650998898401
Oby Sorrel,USA,Manuka Honey Choco,2022-07-25,4340.0,86.0,0.24615312948724033,-0.38619172485421244,0.17989417989417988,-0.6488673093931417
Van Tuxwell,Canada,Choco Coated Almonds,2022-08-19,2282.0,296.0,0.12924033454499695,-0.8656600007564689,0.6243386243386243,1.1229653179733943
Karlen McCaffrey,Canada,70% Dark Bites,2022-06-24,7714.0,473.5,0.43782648718166656,0.3998753125093509,1.0,2.620585753009395
Kelci Walkden,Canada,Fruit & Nut Bars,2022-06-20,826.0,149.0,0.0465265204361989,-1.2048756517349362,0.31322751322751324,-0.1173175211831809
Camilla Castle,India,99% Dark & Pure,2022-08-02,203.0,207.0,0.011134551899261276,-1.3500208100862994,0.43597883597883597,0.3720457758990052
Madelene Upcott,New Zealand,70% Dark Bites,2022-02-22,13356.0,93.0,0.758342516853259,1.7143359600509112,0.19470899470899472,-0.5898062218142571
Mallorie Waber,New Zealand,Orange Choco,2022-02-01,6510.0,23.0,0.3694285255147759,0.11937006266177227,0.04656084656084656,-1.1804170976031025
Jan Morforth,Canada,70% Dark Bites,2022-02-14,5894.0,305.0,0.33443421954566904,-0.02414425121373306,0.6433862433862434,1.1989010020033888
Kelci Walkden,Australia,Milk Bars,2022-02-24,7910.0,125.0,0.4489610390809278,0.4455389578333753,0.2624338624338624,-0.3198126785964993
Dennison Crosswaite,India,Orange Choco,2022-03-18,784.0,129.0,0.04414054502921434,-1.2146607185900842,0.2708994708994709,-0.2860634856942796
Husein Augar,UK,Eclairs,2022-08-30,1750.0,252.0,0.09901797938985919,-0.9896041809216781,0.5312169312169313,0.7517241960489772
Gigi Bohling,USA,Peanut Butter Cubes,2022-05-09,280.0,75.0,0.015508840145399633,-1.3320815208518613,0.15661375661375662,-0.7416775898742459
Wilone O'Kielt,USA,Smooth Sliky Salty,2022-01-18,504.0,87.0,0.028234042315983948,-1.2798944976244049,0.182010582010582,-0.6404300111675868
Curtice Advani,India,White Choc,2022-07-04,7154.0,342.0,0.4060134817552058,0.2694077544407097,0.7216931216931217,1.5110810363489213
Oby Sorrel,New Zealand,Spicy Special Slims,2022-06-03,1617.0,13.0,0.09146239060107476,-1.0205902259629804,0.025396825396825397,-1.2647900798586518
Beverie Moffet,New Zealand,Peanut Butter Cubes,2022-02-23,10822.0,30.0,0.6143886672985239,1.1239702597903096,0.061375661375661375,-1.121356010024218
Dotty Strutley,New Zealand,99% Dark & Pure,2022-05-09,10724.0,203.0,0.6088213913488933,1.1011384371282975,0.4275132275132275,0.3382965829967855
Kelci Walkden,India,70% Dark Bites,2022-06-06,3640.0,106.0,0.20638687270416436,-0.5492761724400139,0.2222222222222222,-0.48012134488204306
Kelci Walkden,India,Drinking Coco,2022-07-04,7532.0,234.0,0.42748726041806684,0.3574733561370425,0.4931216931216931,0.5998528279889884
Brien Boise,New Zealand,Drinking Coco,2022-06-06,1582.0,100.0,0.08947407776192096,-1.0287444483422705,0.20952380952380953,-0.5307451342353726
Dotty Strutley,Australia,Almond Choco,2022-05-13,1456.0,91.0,0.08231615154096729,-1.0580996489077148,0.19047619047619047,-0.606680818265367
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2022-01-31,2016.0,277.0,0.11412915696742808,-0.9276320908390735,0.5841269841269842,0.9626566516878506
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2022-06-30,7588.0,42.0,0.4306685609607129,0.3705201119439066,0.08677248677248678,-1.0201084313175588
Barr Faughny,Canada,Manuka Honey Choco,2022-08-25,3402.0,249.0,0.19286634539791853,-0.6047248846191865,0.5248677248677248,0.7264123013723125
Gigi Bohling,New Zealand,Smooth Sliky Salty,2022-01-10,700.0,97.0,0.039368594215245224,-1.2342308523003804,0.20317460317460317,-0.5560570289120375
Brien Boise,USA,Manuka Honey Choco,2022-08-22,1904.0,8.0,0.10776655588213592,-0.9537256024528017,0.014814814814814815,-1.3069765709864265
Roddy Speechley,New Zealand,85% Dark Bars,2022-04-14,4844.0,275.0,0.27478483437105505,-0.26877092259243535,0.5798941798941799,0.9457820552367407
Oby Sorrel,UK,Smooth Sliky Salty,2022-05-31,9625.0,313.0,0.546388368199464,0.845095854418589,0.6603174603174603,1.2663993878078281
Oby Sorrel,UK,Raspberry Choco,2022-04-08,4599.0,323.0,0.26086664449697844,-0.32585047924746585,0.6814814814814815,1.3507723700633776
Roddy Speechley,USA,Drinking Coco,2022-02-21,3003.0,155.0,0.1701995790315652,-0.6976830197430933,0.32592592592592595,-0.06669373182985129
Andria Kimpton,Australia,Manuka Honey Choco,2022-03-30,9744.0,377.0,0.5531486318525869,0.8728202105081753,0.7957671957671958,1.806386474243344
Mallorie Waber,India,Raspberry Choco,2022-03-02,1400.0,2.0,0.07913485099832121,-1.071146404714579,0.0021164021164021165,-1.3576003603397562
Jehu Rudeforth,USA,Orange Choco,2022-07-28,364.0,170.0,0.02028079095936875,-1.312511387141565,0.3576719576719577,0.059865741553472705
Kaine Padly,New Zealand,70% Dark Bites,2022-03-24,7231.0,38.0,0.41038777000134413,0.28734704367514785,0.07830687830687831,-1.0538576242197786
Curtice Advani,Australia,After Nines,2022-08-11,63.0,105.0,0.003181300542646079,-1.3826376996034597,0.2201058201058201,-0.48855864310759795
Husein Augar,UK,Almond Choco,2022-05-17,8309.0,166.0,0.47162780544728117,0.5384970929572822,0.3492063492063492,0.02611654865125297
Kaine Padly,Canada,Choco Coated Almonds,2022-05-18,3164.0,164.0,0.1793458180916727,-0.660173596798359,0.344973544973545,0.009241952200143105
Roddy Speechley,UK,Peanut Butter Cubes,2022-08-17,5691.0,171.0,0.32290200507857697,-0.0714387410136155,0.35978835978835977,0.06830303977902764
Ches Bonnell,New Zealand,Eclairs,2022-04-04,490.0,49.0,0.02743871718032243,-1.2831561865761207,0.10158730158730159,-0.9610473437386743
Brien Boise,India,85% Dark Bars,2022-08-09,17609.863750000004,205.0,1.0,2.7053917025852208,0.43174603174603177,0.3551711794478954
Brien Boise,New Zealand,Organic Choco Syrup,2022-01-17,637.0,313.0,0.035789631104768384,-1.2489084525831025,0.6603174603174603,1.2663993878078281
Andria Kimpton,Canada,White Choc,2022-02-14,4067.0,29.0,0.2306442893418407,-0.44979465941267505,0.05925925925925926,-1.1297933082497729
Gigi Bohling,New Zealand,Orange Choco,2022-05-16,8204.0,307.0,0.4656628669298198,0.5140344258194119,0.6476190476190476,1.2157755984544987
Ches Bonnell,Canada,Smooth Sliky Salty,2022-03-16,9870.0,121.0,0.5603065580735406,0.9021754110736195,0.25396825396825395,-0.35356187149871904
Husein Augar,Canada,70% Dark Bites,2022-01-31,5131.0,285.0,0.2910889996521162,-0.2019062990822567,0.6010582010582011,1.03015503749229
Barr Faughny,Canada,Organic Choco Syrup,2022-03-10,1141.0,205.0,0.06442133598858309,-1.1314876503213254,0.43174603174603177,0.3551711794478954
Oby Sorrel,UK,Organic Choco Syrup,2022-06-30,7980.0,157.0,0.45293766475923547,0.4618474025919555,0.33015873015873015,-0.04981913537874143
Van Tuxwell,New Zealand,Eclairs,2022-03-01,5229.0,182.0,0.29665627560174684,-0.17907447642024452,0.38306878306878306,0.16111332026013192
Mallorie Waber,UK,Drinking Coco,2022-05-27,3423.0,100.0,0.1940593331014108,-0.5998323511916125,0.20952380952380953,-0.5307451342353726
Oby Sorrel,UK,Milk Bars,2022-07-11,6468.0,223.0,0.3670425501077913,0.10958499580662419,0.46984126984126984,0.5070425475078841
Karlen McCaffrey,New Zealand,Mint Chip Choco,2022-03-02,4326.0,61.0,0.2453578043515788,-0.38945341380592846,0.12698412698412698,-0.859799765032015
